kingdom	phylum	family	genus	specificepithet	country	stateprovince	county	present	query	response	first token top strings	first token top scores	question number
animalia	chordata	cyprinidae	Macrhybopsis	aestivalis	Brasil	Minas Gerais	Perdizes	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nThere'	['No', '', '', '\x00', '']	['30.833', '-inf', '-inf', '-inf', '-inf']	445
animalia	chordata	cyprinidae	Macrhybopsis	aestivalis	Brasil	Minas Gerais	Perdizes	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['30.208', '-inf', '-inf', '-inf', '-inf']	446
animalia	chordata	cyprinidae	Macrhybopsis	aestivalis	Brasil	Minas Gerais	Perdizes	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['30.833', '-inf', '-inf', '-inf', '-inf']	447
animalia	chordata	cyprinidae	Macrhybopsis	aestivalis	Brasil	Minas Gerais	Perdizes	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nMac'	['No', '', '', '\x00', '']	['31.875', '-inf', '-inf', '-inf', '-inf']	448
fungi	zygomycota	mucoraceae	Mucor	piriformis	United States	Michigan	Washtenaw	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['34.583', '33.333', '-inf', '-inf', '-inf']	449
fungi	zygomycota	mucoraceae	Mucor	piriformis	United States	Michigan	Washtenaw	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes. Mucor'	['Yes', 'No', '', '', '']	['33.125', '33.125', '-inf', '-inf', '-inf']	450
fungi	zygomycota	mucoraceae	Mucor	piriformis	United States	Michigan	Washtenaw	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Mucor'	['Yes', 'No', '', '', '']	['32.917', '32.917', '-inf', '-inf', '-inf']	451
fungi	zygomycota	mucoraceae	Mucor	piriformis	United States	Michigan	Washtenaw	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, there is no'	['Yes', 'No', '', '', '']	['31.875', '30.625', '-inf', '-inf', '-inf']	452
fungi	zygomycota	mucoraceae	Mucor	piriformis	United States	Michigan	Washtenaw	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No. Mucor'	['No', 'Yes', '', '', '']	['32.292', '30.417', '-inf', '-inf', '-inf']	453
fungi	zygomycota	mucoraceae	Mucor	piriformis	United States	Michigan	Washtenaw	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.708', '32.708', '-inf', '-inf', '-inf']	454
fungi	zygomycota	mucoraceae	Mucor	piriformis	United States	Michigan	Washtenaw	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['33.75', '32.5', '-inf', '-inf', '-inf']	455
plantae	chlorophyta	ulvaceae	Ulva	lactuca	Japan	Honshu	Shizuoka Prefecture	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes.'	['Yes', '', '', '\x00', '']	['30.417', '-inf', '-inf', '-inf', '-inf']	456
plantae	chlorophyta	ulvaceae	Ulva	lactuca	Japan	Honshu	Shizuoka Prefecture	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['31.042', '-inf', '-inf', '-inf', '-inf']	457
plantae	chlorophyta	ulvaceae	Ulva	lactuca	Japan	Honshu	Shizuoka Prefecture	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['30.625', '-inf', '-inf', '-inf', '-inf']	458
plantae	chlorophyta	ulvaceae	Ulva	lactuca	Japan	Honshu	Shizuoka Prefecture	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes.\n\nAcc'	['Yes', '', '', '\x00', '']	['29.583', '-inf', '-inf', '-inf', '-inf']	459
plantae	chlorophyta	ulvaceae	Ulva	lactuca	Japan	Honshu	Shizuoka Prefecture	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nAcc'	['Yes', 'No', '', '', '']	['27.917', '27.708', '-inf', '-inf', '-inf']	460
plantae	chlorophyta	ulvaceae	Ulva	lactuca	Japan	Honshu	Shizuoka Prefecture	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes.'	['Yes', '', '', '\x00', '']	['29.583', '-inf', '-inf', '-inf', '-inf']	461
plantae	chlorophyta	ulvaceae	Ulva	lactuca	Japan	Honshu	Shizuoka Prefecture	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['31.25', '-inf', '-inf', '-inf', '-inf']	462
plantae	spermatophyta	orchidaceae	Cleistes	bifaria	United States	New Mexico	Socorro County	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No. Cleistes b'	['No', '', '', '\x00', '']	['37.083', '-inf', '-inf', '-inf', '-inf']	463
plantae	spermatophyta	orchidaceae	Cleistes	bifaria	United States	New Mexico	Socorro County	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Cleistes b'	['No', '', '', '\x00', '']	['38.542', '-inf', '-inf', '-inf', '-inf']	464
plantae	spermatophyta	orchidaceae	Cleistes	bifaria	United States	New Mexico	Socorro County	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Cleistes b'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	465
plantae	spermatophyta	orchidaceae	Cleistes	bifaria	United States	New Mexico	Socorro County	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Cleistes b'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	466
plantae	spermatophyta	orchidaceae	Cleistes	bifaria	United States	New Mexico	Socorro County	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nC'	['No', 'Yes', '', '', '']	['30.833', '30.208', '-inf', '-inf', '-inf']	467
plantae	spermatophyta	orchidaceae	Cleistes	bifaria	United States	New Mexico	Socorro County	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No. According to the'	['No', '', '', '\x00', '']	['37.083', '-inf', '-inf', '-inf', '-inf']	468
plantae	spermatophyta	orchidaceae	Cleistes	bifaria	United States	New Mexico	Socorro County	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.5', '-inf', '-inf', '-inf', '-inf']	469
animalia	annelida	nereididae	Nereis	succinea	United States	California	San Francisco County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['35.208', '33.542', '-inf', '-inf', '-inf']	470
animalia	annelida	nereididae	Nereis	succinea	United States	California	San Francisco County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	471
animalia	annelida	nereididae	Nereis	succinea	United States	California	San Francisco County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No\n\nNere'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	472
animalia	annelida	nereididae	Nereis	succinea	United States	California	San Francisco County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Nereis'	['No', 'Yes', '', '', '']	['32.917', '31.25', '-inf', '-inf', '-inf']	473
animalia	annelida	nereididae	Nereis	succinea	United States	California	San Francisco County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes.'	['No', 'Yes', '', '', '']	['31.875', '30.833', '-inf', '-inf', '-inf']	474
animalia	annelida	nereididae	Nereis	succinea	United States	California	San Francisco County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	475
animalia	annelida	nereididae	Nereis	succinea	United States	California	San Francisco County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	476
animalia	arthropoda	formicidae	Pogonomyrmex	occidentalis	Mexico	Baja California Sur	Mulege	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['33.542', '31.458', '-inf', '-inf', '-inf']	477
animalia	arthropoda	formicidae	Pogonomyrmex	occidentalis	Mexico	Baja California Sur	Mulege	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes. Pogonomy'	['Yes', 'No', '', '', '']	['33.75', '32.083', '-inf', '-inf', '-inf']	478
animalia	arthropoda	formicidae	Pogonomyrmex	occidentalis	Mexico	Baja California Sur	Mulege	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes, it is possible'	['Yes', 'No', '', '', '']	['34.792', '32.708', '-inf', '-inf', '-inf']	479
animalia	arthropoda	formicidae	Pogonomyrmex	occidentalis	Mexico	Baja California Sur	Mulege	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes. Pogonomy'	['Yes', 'No', '', '', '']	['32.083', '30', '-inf', '-inf', '-inf']	480
animalia	arthropoda	formicidae	Pogonomyrmex	occidentalis	Mexico	Baja California Sur	Mulege	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Mulege'	['No', 'Yes', '', '', '']	['33.333', '32.708', '-inf', '-inf', '-inf']	481
animalia	arthropoda	formicidae	Pogonomyrmex	occidentalis	Mexico	Baja California Sur	Mulege	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.292', '31.875', '-inf', '-inf', '-inf']	482
animalia	arthropoda	formicidae	Pogonomyrmex	occidentalis	Mexico	Baja California Sur	Mulege	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	483
animalia	annelida	syllidae	Syllis	gerlachi	Mexico	Veracruz De Ignacio De La Llave	Veracruz	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['32.292', '-inf', '-inf', '-inf', '-inf']	484
animalia	annelida	syllidae	Syllis	gerlachi	Mexico	Veracruz De Ignacio De La Llave	Veracruz	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nS'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	485
animalia	annelida	syllidae	Syllis	gerlachi	Mexico	Veracruz De Ignacio De La Llave	Veracruz	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No. Syllis'	['No', 'Yes', '', '', '']	['31.667', '30.417', '-inf', '-inf', '-inf']	486
animalia	annelida	syllidae	Syllis	gerlachi	Mexico	Veracruz De Ignacio De La Llave	Veracruz	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, there is no'	['No', 'Yes', '', '', '']	['31.458', '30', '-inf', '-inf', '-inf']	487
animalia	annelida	syllidae	Syllis	gerlachi	Mexico	Veracruz De Ignacio De La Llave	Veracruz	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['29.583', '28.958', '-inf', '-inf', '-inf']	488
animalia	annelida	syllidae	Syllis	gerlachi	Mexico	Veracruz De Ignacio De La Llave	Veracruz	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nS'	['No', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	489
animalia	annelida	syllidae	Syllis	gerlachi	Mexico	Veracruz De Ignacio De La Llave	Veracruz	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	490
fungi	fungi	family unknown	Sterile	sorediate crust	United States	North Carolina	Gates Co.	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	491
fungi	fungi	family unknown	Sterile	sorediate crust	United States	North Carolina	Gates Co.	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['35', '33.958', '-inf', '-inf', '-inf']	492
fungi	fungi	family unknown	Sterile	sorediate crust	United States	North Carolina	Gates Co.	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes.'	['No', 'Yes', '', '', '']	['33.333', '32.917', '-inf', '-inf', '-inf']	493
fungi	fungi	family unknown	Sterile	sorediate crust	United States	North Carolina	Gates Co.	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No\n\nThere is'	['Yes', 'No', '', '', '']	['32.917', '31.25', '-inf', '-inf', '-inf']	494
fungi	fungi	family unknown	Sterile	sorediate crust	United States	North Carolina	Gates Co.	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nS'	['No', '', '', '\x00', '']	['32.5', '-inf', '-inf', '-inf', '-inf']	495
fungi	fungi	family unknown	Sterile	sorediate crust	United States	North Carolina	Gates Co.	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['34.167', '32.708', '-inf', '-inf', '-inf']	496
fungi	fungi	family unknown	Sterile	sorediate crust	United States	North Carolina	Gates Co.	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['33.75', '31.667', '-inf', '-inf', '-inf']	497
fungi	ascomycota	parmeliaceae	Parmelinopsis	minarum	United States	New Jersey	Burlington	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	498
fungi	ascomycota	parmeliaceae	Parmelinopsis	minarum	United States	New Jersey	Burlington	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Parmelin'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	499
fungi	ascomycota	parmeliaceae	Parmelinopsis	minarum	United States	New Jersey	Burlington	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No. Parmelin'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	500
